rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,forecast_rainfall_1h,forecast_rainfall_3h,forecast_rainfall_6h,forecast_rainfall_12h,temperature,humidity,pressure,wind_speed,elevation,slope,drainage_capacity,impervious_surface,population_density,historical_flood_frequency,flood
35.49,37.45,40.5,49.93,76.95,33.89,44.23,50.44,37.05,35.39,75.74,1000.45,22.77,11.33,1.93,55.16,60.0,6778.83,10.28,0
5.24,10.45,18.26,33.07,48.96,6.87,0.0,4.13,0.0,27.58,66.8,1000.46,22.36,25.66,4.02,26.66,93.06,2424.36,8.59,1
1.0,7.03,11.04,22.46,34.64,3.97,2.22,16.17,0.0,29.04,84.23,1002.4,4.82,21.07,0.36,38.56,46.49,8531.82,2.91,0
5.44,13.13,17.7,23.09,24.29,5.22,9.34,0.0,0.0,35.86,88.51,986.38,1.89,18.41,2.15,33.81,95.01,6937.62,5.42,0
1.95,5.38,21.73,23.29,135.06,5.29,0.0,28.26,7.17,21.93,62.8,1003.61,10.28,11.77,5.78,53.68,82.86,4400.24,4.73,1
24.52,28.68,48.18,52.65,66.14,21.38,28.45,71.56,16.86,23.52,65.95,1009.82,15.37,3.31,2.66,31.09,59.04,1033.88,5.59,1
10.88,13.74,35.14,37.2,42.38,1.66,2.51,13.42,39.14,34.0,78.08,997.85,12.02,3.87,3.73,64.44,98.0,4134.49,3.2,1
5.67,10.29,40.62,45.88,99.58,4.34,26.76,50.14,94.53,31.43,69.86,1008.1,16.06,13.8,4.36,61.23,63.88,5874.24,5.29,0
1.35,46.14,48.03,66.44,77.64,0.0,25.8,22.56,20.81,28.2,72.0,992.1,22.68,4.31,4.43,43.78,88.83,8248.65,0.98,1
2.3,6.27,44.9,49.39,67.74,4.02,4.26,18.04,39.44,27.37,90.47,994.5,12.11,22.26,1.73,77.9,76.35,6870.4,9.38,1
5.54,7.05,17.98,20.9,58.56,4.66,0.0,20.12,10.03,33.21,79.64,997.45,21.96,11.87,1.76,60.73,92.06,10870.76,5.08,0
0.57,12.01,14.86,31.01,43.53,0.98,9.58,17.67,74.12,28.56,83.25,1012.36,16.9,9.22,0.2,47.37,73.7,4940.71,6.4,0
2.2,11.29,25.56,92.37,94.49,1.3,21.49,18.97,94.18,30.79,88.42,1001.12,16.64,34.17,6.4,66.88,60.79,5837.77,5.67,0
0.76,27.5,29.17,35.74,54.22,0.0,18.18,0.0,108.25,29.95,64.73,1003.66,14.54,30.15,6.31,61.22,50.28,8361.25,1.91,0
0.37,1.92,3.51,19.57,23.47,0.0,0.0,0.0,21.56,26.79,67.98,1003.53,7.88,22.04,2.57,39.89,77.85,7280.52,2.66,1
0.99,6.41,9.71,13.26,15.6,2.44,25.4,30.81,61.41,23.06,47.27,1000.43,18.47,21.82,3.5,76.13,66.88,8396.74,1.18,0
3.82,6.03,9.32,14.38,21.4,0.21,0.6,12.95,0.0,26.39,82.33,1009.73,13.25,32.95,3.01,67.69,51.18,562.23,4.81,0
6.0,9.14,11.73,33.1,60.54,11.23,2.73,25.58,43.25,27.77,45.05,996.75,13.59,15.72,3.44,73.07,54.21,2827.04,4.97,0
2.21,93.53,93.93,100.85,117.22,3.98,86.05,65.16,96.56,26.06,81.03,1010.03,4.16,7.39,0.2,68.86,64.51,7515.8,0.0,1
4.2,19.24,21.29,27.01,47.4,4.38,29.23,3.69,0.0,35.0,80.4,982.8,11.28,27.85,2.57,66.44,44.7,2082.05,3.79,0
18.51,20.15,31.25,43.21,45.75,18.82,18.44,0.0,39.2,32.71,67.43,1006.8,20.77,14.63,2.23,55.4,69.77,5957.0,6.92,1
52.87,55.12,58.65,68.84,86.66,63.85,58.82,79.94,84.81,20.11,72.35,998.62,25.76,12.97,4.36,44.59,51.85,5263.35,7.85,1
0.22,1.42,3.99,5.58,12.4,0.0,4.79,0.0,0.0,26.78,88.42,1011.22,19.04,11.15,3.04,49.86,56.38,12111.38,0.0,0
0.43,2.57,6.29,14.72,17.14,2.33,0.0,0.0,70.35,27.48,63.75,1005.44,3.19,5.61,1.13,47.89,76.87,7735.19,5.57,0
4.86,7.05,12.19,30.91,41.73,10.05,15.65,0.0,11.75,22.73,76.92,1008.92,24.04,23.7,2.2,21.68,61.27,6077.31,4.55,0
9.97,11.38,15.18,25.01,31.5,6.47,21.3,0.0,34.78,31.86,73.95,1010.62,15.5,4.22,0.45,72.96,81.53,6968.73,8.49,0
0.93,47.96,62.8,69.74,77.11,0.0,23.01,41.2,40.4,26.19,100.0,1015.08,16.84,19.7,4.52,73.08,45.06,5767.68,0.0,0
3.71,4.03,20.33,24.06,31.48,4.01,0.0,16.06,18.83,28.7,75.86,992.69,21.91,1.0,2.2,45.08,62.67,7684.99,7.38,0
4.37,4.9,92.32,94.28,121.49,4.14,12.43,91.89,89.38,29.14,90.93,1001.25,20.25,20.6,1.39,50.87,54.61,3910.02,5.29,1
0.33,8.93,11.49,27.33,69.31,0.0,10.82,2.07,11.28,21.05,88.6,997.79,22.75,15.19,1.12,48.18,12.76,5637.69,3.49,0
16.89,31.28,68.91,79.25,134.77,19.54,12.17,80.69,84.32,17.96,52.47,1014.98,21.23,7.41,2.99,71.31,67.55,6444.67,7.29,1
3.24,6.71,11.16,23.19,40.33,5.99,6.35,16.15,45.48,23.62,92.64,1000.17,13.61,42.97,2.5,74.82,60.7,7246.26,4.21,0
0.84,3.0,11.41,19.87,58.43,0.0,0.0,18.05,0.0,26.99,84.11,1001.98,22.61,47.74,1.3,38.65,44.2,10818.6,7.13,1
1.06,16.81,21.32,29.39,63.53,0.21,23.83,24.85,24.32,23.46,85.85,1005.37,2.62,16.06,2.85,46.83,86.67,7439.52,8.12,1
0.89,5.93,13.44,15.58,24.18,2.03,1.6,7.72,2.35,32.39,57.82,1004.9,26.68,10.87,3.0,34.14,89.29,5750.0,4.14,0
0.97,3.11,17.17,22.38,23.68,0.0,3.52,6.3,0.0,32.08,100.0,1009.81,13.26,14.82,1.28,87.96,56.6,12346.89,8.18,0
1.3,5.77,12.6,362.6,367.11,2.83,10.49,0.0,353.13,28.64,84.84,1015.3,21.5,20.86,0.89,45.4,56.05,6757.04,2.57,0
0.33,3.98,5.07,8.39,18.64,1.41,0.0,13.72,0.0,32.98,88.61,1008.81,21.41,1.0,5.44,61.27,78.19,7161.49,4.15,0
2.15,17.45,18.39,24.15,215.44,1.94,14.1,18.37,9.89,30.94,87.87,1012.44,15.12,58.9,4.9,60.2,44.23,5708.82,8.28,0
9.97,10.94,24.85,27.34,30.1,13.54,12.0,14.19,0.0,16.98,86.89,997.98,20.98,33.3,1.89,64.44,48.1,462.36,4.37,0
52.75,53.43,65.58,68.92,117.83,40.22,38.32,96.32,33.46,28.69,100.0,1004.82,25.69,11.12,2.92,64.91,67.15,3700.83,1.57,1
27.58,79.26,88.06,95.65,178.84,13.12,62.82,68.1,122.68,33.65,54.82,1006.03,19.56,1.68,1.82,41.55,60.39,10883.56,10.07,0
7.26,15.46,27.87,43.74,168.34,4.93,17.56,37.25,52.19,27.61,53.78,1003.36,8.65,5.76,5.58,63.07,59.46,4305.59,4.89,0
2.51,7.43,30.27,31.35,46.7,2.92,6.31,27.62,82.23,24.25,99.78,1004.04,28.26,29.0,3.55,53.95,48.77,6227.37,6.69,0
23.18,26.46,31.8,68.07,139.6,11.7,36.77,5.23,35.38,25.66,97.25,992.62,1.05,10.06,3.52,64.93,67.87,9527.06,0.0,0
9.25,10.13,17.57,32.21,98.02,7.79,16.94,36.86,55.15,33.8,58.28,1008.9,21.67,16.9,0.82,70.09,38.41,5464.95,3.88,0
1.27,6.91,34.24,205.81,208.5,0.0,0.0,17.81,236.06,29.42,77.93,993.36,19.82,19.36,5.09,43.68,31.16,5897.92,7.89,0
0.98,49.65,51.59,56.21,88.8,4.75,51.82,48.78,52.67,22.12,83.83,1010.45,25.81,24.46,4.66,50.25,51.39,7421.02,2.84,0
0.97,12.28,35.68,39.06,75.83,1.1,15.78,68.51,7.54,23.39,74.95,985.16,12.34,13.47,4.41,60.64,49.19,7769.88,6.17,0
0.15,1.35,4.16,16.21,21.5,0.0,4.58,4.73,49.11,19.29,70.56,1000.74,10.77,20.9,5.57,67.99,42.22,8035.21,5.92,0
2.65,3.44,16.8,31.1,43.61,0.0,3.4,24.61,11.58,15.95,84.78,994.3,15.06,24.45,4.08,35.74,58.83,11010.84,9.14,1
0.81,13.42,19.44,41.03,48.73,1.46,17.13,0.0,53.89,39.45,83.37,993.41,7.81,26.11,5.41,35.59,57.76,6587.8,6.59,0
7.92,29.3,35.93,53.86,63.17,11.93,25.57,27.24,48.93,24.18,87.4,1002.5,6.06,20.79,3.31,69.95,67.08,7383.44,4.96,0
4.97,8.19,74.66,129.84,164.98,6.32,7.31,85.11,157.81,23.54,69.8,1015.61,20.17,15.31,2.81,53.36,60.57,7418.05,11.6,1
0.31,2.95,39.46,57.32,57.4,6.03,15.2,56.41,4.68,29.23,91.81,1006.91,18.68,15.06,0.2,66.07,91.5,9388.74,0.0,0
0.36,5.6,17.93,19.91,61.69,0.0,0.0,19.58,29.02,28.22,74.83,1006.29,22.02,18.85,3.57,52.02,48.36,7568.64,2.33,0
2.17,5.4,9.22,10.75,36.78,5.18,19.17,0.0,0.0,34.66,94.45,1008.81,6.83,41.74,2.37,50.7,85.87,7976.73,10.6,0
1.41,1.86,7.0,50.54,84.27,0.0,9.57,9.02,78.76,11.34,82.59,1024.56,1.93,17.1,2.99,47.6,78.65,7417.35,4.46,0
70.0,76.03,85.55,86.97,95.54,51.92,83.96,68.87,31.92,29.26,85.94,989.75,23.08,29.19,5.04,64.34,71.77,7562.16,6.61,1
1.18,5.37,17.61,33.88,96.72,0.0,0.0,17.39,88.77,29.83,70.85,1019.42,11.22,21.59,2.12,81.43,58.11,6448.45,7.61,0
15.71,135.71,146.88,159.56,179.74,14.47,142.96,116.56,172.4,29.68,67.06,998.18,25.0,33.52,3.05,47.92,80.25,3020.02,5.18,1
1.12,9.57,13.58,15.64,53.78,0.23,3.51,2.86,63.47,29.33,84.87,1011.07,20.17,15.04,3.49,50.7,67.89,7025.07,2.85,1
2.49,2.92,17.21,52.32,394.05,1.37,4.69,3.2,2.2,31.63,68.75,1003.72,2.59,13.01,2.5,54.82,68.64,10317.23,6.2,0
7.37,12.09,39.53,79.48,115.29,5.72,21.18,52.16,116.26,33.03,65.56,1007.86,9.14,1.0,2.48,76.2,68.29,12053.43,4.53,1
3.43,4.37,35.67,41.7,49.27,7.48,2.71,26.44,84.44,28.84,100.0,1011.18,12.12,29.94,6.07,86.97,81.36,6077.02,3.35,0
6.09,15.04,22.94,30.37,43.91,10.36,12.24,31.76,73.94,28.02,84.89,1002.77,18.22,23.77,3.1,57.2,68.13,5117.54,3.27,0
0.62,1.58,3.71,13.45,61.63,0.85,0.0,3.26,0.0,21.39,87.17,1005.96,18.89,1.0,0.33,65.61,10.0,9673.89,0.0,0
14.42,134.42,134.8,160.2,162.07,13.56,86.49,85.97,164.75,19.99,97.14,1003.46,29.26,34.66,1.56,53.64,62.18,10578.91,5.31,1
3.09,30.1,37.52,44.38,52.74,0.0,31.44,29.73,0.0,29.84,76.06,1000.15,15.45,14.05,0.2,69.76,64.37,5058.17,1.1,0
31.78,38.23,39.45,53.9,69.32,27.04,46.92,20.51,58.73,18.8,86.45,1010.11,14.38,9.59,1.24,71.41,32.8,9193.41,3.5,0
2.7,13.7,15.0,35.05,53.35,4.96,20.49,34.79,25.79,23.82,74.36,1008.35,7.54,29.09,6.84,54.01,35.8,1965.77,6.33,0
1.57,16.16,22.17,26.75,36.91,7.41,20.57,1.37,52.63,24.4,67.55,1005.24,17.99,39.71,3.64,65.3,72.95,2540.95,1.11,0
10.11,17.33,25.53,26.02,219.77,14.05,9.16,29.55,0.0,20.14,87.33,1009.69,28.5,11.77,3.39,34.37,53.97,4443.46,5.39,0
1.02,19.16,26.14,33.6,40.63,6.13,25.13,63.49,14.53,25.63,75.43,1005.17,8.39,25.27,5.61,33.98,39.69,4550.52,2.69,1
12.45,15.97,21.06,22.99,65.01,17.44,17.05,32.22,43.54,26.9,65.3,987.32,12.91,37.37,6.01,60.69,95.32,5871.18,6.86,0
1.29,1.63,41.0,46.11,52.39,0.13,18.69,37.93,75.25,28.43,70.36,1004.58,10.18,39.37,3.98,65.72,12.0,5799.63,10.25,0
2.14,3.18,71.52,86.29,92.84,0.0,3.86,36.22,98.83,19.74,80.75,1004.53,27.72,17.24,2.69,68.68,36.13,5337.35,2.63,0
7.21,9.08,17.91,83.84,89.9,7.18,0.0,4.14,57.57,23.87,92.56,1011.95,15.67,29.13,2.48,54.87,48.09,8712.19,1.92,0
3.42,16.7,24.32,32.03,47.89,2.72,11.7,19.4,28.45,25.81,75.95,993.47,5.71,13.63,5.04,54.47,51.28,9679.6,8.65,1
1.66,54.0,64.11,72.11,111.05,0.53,45.77,51.57,50.54,24.18,83.73,1001.42,8.81,20.62,0.94,61.86,80.36,5762.39,3.39,1
7.04,127.04,133.34,142.89,183.03,11.86,124.74,158.54,132.64,20.6,92.79,996.35,14.59,9.71,2.02,78.78,61.86,4322.39,0.56,1
3.88,21.6,25.16,97.74,104.69,0.0,42.67,23.32,62.79,29.83,92.66,1004.63,18.4,41.13,6.51,54.01,50.42,3240.06,6.93,0
3.83,6.41,17.04,256.27,270.48,7.26,16.08,8.31,206.86,17.82,82.55,993.1,24.04,20.36,2.56,41.5,71.2,3586.51,1.04,0
2.39,13.79,21.27,38.72,44.89,1.03,8.8,36.2,10.56,32.38,100.0,1001.93,14.28,13.72,2.38,82.38,41.92,3173.64,8.83,0
1.77,7.6,10.73,23.83,25.78,3.32,2.82,18.62,37.88,37.37,95.83,991.96,9.71,25.06,2.87,32.61,66.94,5969.95,9.74,0
0.56,1.86,20.75,61.21,66.43,0.0,8.99,16.31,45.75,35.79,78.88,995.98,11.48,1.0,1.17,76.77,57.44,11672.19,3.71,0
0.08,6.54,13.48,79.06,131.39,3.82,0.0,9.05,74.93,28.03,88.81,1012.74,20.27,37.03,4.1,57.68,82.31,5727.31,4.1,0
3.28,6.03,55.54,84.34,108.36,5.02,0.0,43.21,109.01,33.44,89.64,1001.79,20.05,20.94,0.78,65.76,62.63,13780.64,8.37,0
4.18,5.52,6.29,10.16,25.69,0.83,1.69,0.26,28.2,24.2,77.18,1003.77,7.86,10.77,4.82,48.28,40.3,5870.58,4.35,0
11.19,20.1,154.22,203.68,297.26,11.57,27.02,162.24,203.96,23.74,69.76,1007.31,12.9,1.0,0.38,36.64,44.11,7243.27,4.66,1
14.89,25.81,35.52,76.75,126.32,15.0,15.39,52.04,41.88,34.06,63.94,994.87,12.13,16.18,0.2,65.4,72.23,9162.12,2.7,0
35.28,35.4,37.53,48.63,53.1,29.75,32.12,30.68,35.35,26.96,57.12,1007.69,10.39,35.14,4.06,73.72,41.8,4885.84,0.27,0
26.64,27.76,31.83,41.89,75.09,10.87,11.28,35.72,33.94,25.17,88.13,1006.28,8.82,20.45,3.69,82.49,74.15,9643.67,2.17,0
2.72,4.05,42.36,74.18,85.57,2.88,0.0,39.72,53.89,14.5,65.02,1003.51,14.51,40.2,4.05,56.3,59.42,9312.55,2.23,0
24.2,32.45,35.4,45.01,75.32,27.33,34.81,25.18,45.71,26.09,74.14,1005.59,19.98,28.42,3.99,51.15,49.79,2868.25,2.22,1
3.8,5.21,6.06,35.53,44.84,1.82,14.25,2.7,0.0,36.83,100.0,982.35,13.22,11.37,2.52,48.31,74.61,5662.29,1.27,0
0.63,1.22,99.77,104.87,118.81,2.2,6.18,67.58,92.15,18.39,87.83,995.31,25.95,41.85,2.55,62.02,37.82,7871.03,2.51,0
1.73,4.98,30.37,34.67,166.56,6.39,3.77,16.5,73.45,32.95,73.14,1005.47,7.74,8.1,0.94,48.0,64.49,264.55,3.86,0
1.46,2.27,15.7,16.39,78.7,6.24,10.21,10.16,29.82,30.38,99.42,1012.06,9.25,7.95,0.54,78.57,45.99,10440.69,5.58,0
8.37,13.23,17.8,43.21,57.05,8.5,14.26,0.0,76.89,31.42,73.35,1001.6,25.06,15.75,1.86,84.96,59.14,11305.28,0.0,0
3.46,6.98,8.59,48.99,55.52,0.8,18.15,0.0,38.23,21.47,56.85,998.83,2.36,12.53,4.34,48.99,66.4,3830.0,4.2,0
5.69,6.33,59.64,65.86,123.87,4.82,1.05,51.4,65.19,28.75,72.46,1004.4,5.4,22.97,3.08,46.36,59.01,6402.01,2.15,0
70.0,89.63,100.16,145.16,146.69,80.62,89.44,128.5,167.35,27.07,82.17,999.84,25.07,18.76,6.19,42.35,73.37,5820.99,3.02,1
0.08,0.17,38.81,87.05,245.4,0.0,0.3,56.34,85.37,26.95,62.46,1016.37,14.61,16.53,3.87,45.63,62.64,1672.6,7.26,0
2.51,6.65,8.18,35.61,41.36,2.22,0.0,18.23,27.94,27.81,76.49,995.76,13.71,31.93,1.11,49.01,35.13,8824.15,3.72,0
1.96,2.99,4.92,6.83,11.4,0.0,0.0,0.0,8.3,38.64,85.57,999.26,19.48,45.66,0.2,41.52,55.74,4748.74,3.0,0
0.45,4.27,33.05,43.68,48.76,0.0,4.34,44.72,41.94,34.21,72.75,998.19,9.62,17.69,2.84,41.71,23.58,4317.21,5.08,0
51.3,64.59,109.17,136.83,264.82,67.81,57.48,78.47,106.28,26.04,49.74,1017.78,12.24,25.47,5.62,59.8,86.0,2274.79,11.19,1
24.41,25.5,30.57,92.95,94.7,26.51,15.92,27.6,49.19,21.56,82.84,995.1,19.92,12.04,0.82,46.56,66.06,5167.94,4.1,0
2.15,3.43,11.58,30.97,33.82,0.7,0.0,0.0,17.16,26.12,60.54,999.15,10.79,15.28,3.27,44.41,86.6,7464.61,1.58,0
18.19,20.45,40.49,52.08,150.56,19.61,24.11,57.06,40.9,24.7,63.44,1008.45,7.44,33.18,0.67,57.04,80.7,200.0,10.05,1
7.39,20.12,30.67,67.15,97.81,11.84,22.41,66.37,109.49,27.13,90.73,998.49,19.01,16.96,5.84,62.02,76.85,200.0,3.74,0
12.75,15.83,23.7,69.19,70.26,11.54,17.16,40.61,98.65,31.34,76.95,998.46,8.92,30.05,2.92,38.26,29.67,8495.49,2.36,0
0.53,5.2,11.12,28.51,101.25,2.33,1.94,14.8,46.48,29.81,66.22,1011.92,23.33,22.23,0.31,53.16,63.5,2566.2,2.92,0
4.19,4.77,16.44,26.74,57.3,1.69,0.0,14.77,14.43,25.24,100.0,997.83,9.54,59.53,3.76,32.92,75.17,3269.88,6.73,0
31.59,41.93,68.11,86.69,96.33,31.54,65.57,73.26,100.14,20.74,76.92,1005.77,10.67,24.05,3.04,67.38,71.94,6501.46,0.0,1
2.96,6.14,10.05,80.36,167.13,2.46,7.32,13.5,84.07,28.02,85.24,999.05,19.68,9.12,1.97,46.54,40.7,9046.99,1.09,0
1.49,5.37,7.35,37.3,82.73,2.83,0.45,24.73,22.82,27.2,74.4,994.97,15.42,15.01,1.29,31.33,31.85,4885.72,3.74,0
3.95,15.49,22.28,44.31,57.51,4.25,24.02,35.93,73.87,21.39,69.87,1007.05,23.36,40.0,3.07,84.4,54.79,9296.3,1.17,0
0.69,9.78,11.12,29.52,78.32,0.0,2.57,10.06,69.96,23.4,94.7,995.67,14.58,34.2,5.04,48.28,69.99,7263.54,2.38,0
6.43,16.77,34.47,36.38,64.95,5.67,9.37,49.73,18.41,33.25,78.51,991.51,18.35,15.24,5.77,45.3,78.92,11327.09,1.45,0
1.0,8.04,13.55,21.77,39.21,0.0,4.36,13.07,6.59,28.62,56.22,998.16,11.76,9.73,5.93,55.3,63.18,4550.31,3.95,0
0.89,4.35,4.61,7.46,102.73,4.9,9.83,0.0,9.45,39.47,73.62,1019.78,12.75,36.03,6.05,38.63,51.27,2901.06,0.31,0
3.57,13.78,14.44,66.07,76.89,3.79,16.7,16.91,33.2,27.74,73.67,993.26,19.37,13.24,2.27,47.6,82.24,5877.25,4.24,0
21.96,33.45,51.5,74.32,77.46,27.24,32.96,18.95,65.41,23.03,78.95,1000.53,22.72,18.06,4.25,58.25,34.76,5728.03,0.29,1
5.67,6.53,14.06,35.97,84.84,5.72,16.96,0.52,26.62,17.55,71.01,981.85,15.93,29.72,1.36,47.47,76.63,749.35,0.04,0
2.2,3.16,12.92,22.14,53.92,3.5,7.48,9.23,5.99,33.76,95.33,1010.02,6.16,1.0,4.94,56.78,46.59,9520.69,1.42,1
0.7,4.99,35.44,49.64,123.11,0.45,0.0,11.7,48.71,34.35,71.1,998.85,13.58,24.21,2.72,71.79,45.62,6360.48,5.34,0
4.09,17.9,27.41,44.73,52.43,7.27,10.75,0.0,71.89,26.37,79.41,979.87,10.86,24.06,3.84,70.4,56.22,5503.03,0.0,0
0.25,1.46,53.98,61.95,83.36,0.0,0.0,46.92,40.25,17.81,68.39,998.01,7.82,31.64,0.82,59.82,62.85,8881.37,3.6,0
6.1,6.8,7.04,24.38,51.97,5.75,1.52,14.01,18.67,23.73,60.02,1016.42,17.37,25.44,8.61,60.2,36.56,5412.29,1.08,0
1.46,2.27,60.84,76.62,89.17,3.11,6.99,68.09,87.25,25.9,96.36,1000.18,17.13,24.97,1.9,42.07,53.63,4523.35,0.0,0
19.54,29.72,29.97,53.77,62.19,26.29,22.86,41.2,77.26,31.7,86.0,989.71,22.93,14.51,4.29,39.44,38.67,11929.17,1.13,0
1.84,6.52,7.88,18.72,23.21,4.85,0.0,8.22,34.8,26.16,64.01,1018.78,13.86,19.02,2.27,73.88,50.55,1365.06,1.96,0
2.32,31.85,51.39,59.39,72.87,0.0,27.17,41.31,86.92,17.78,73.42,1000.15,21.68,19.48,6.23,65.6,52.62,6718.98,2.94,0
1.05,10.0,46.37,47.15,132.72,0.0,0.0,51.78,25.14,21.46,73.04,1004.27,15.85,10.53,4.62,45.06,44.35,4372.83,7.22,0
12.14,92.42,102.13,150.58,207.6,6.58,113.58,92.12,120.11,23.25,74.55,1008.26,13.04,1.0,1.66,30.69,64.39,7509.95,4.77,1
1.72,2.85,22.23,51.65,103.0,4.86,8.34,18.16,35.64,27.46,73.08,1018.05,4.7,13.24,1.37,45.98,78.57,10434.1,1.9,0
20.67,41.94,48.38,50.44,53.87,14.61,48.24,54.32,57.48,21.58,74.49,1002.97,6.38,8.36,5.71,39.36,79.41,4690.55,3.92,1
7.35,7.7,20.79,21.36,33.88,6.96,0.0,19.09,21.22,28.56,74.6,1008.2,15.79,13.5,0.2,57.13,42.84,4264.97,5.44,0
7.21,7.97,18.14,28.39,100.28,7.49,8.59,58.66,21.52,28.73,81.21,1002.48,12.52,17.18,0.99,89.4,56.04,7790.79,3.0,0
0.38,4.4,8.75,53.71,57.63,0.0,0.0,20.92,11.1,20.18,88.32,993.92,17.14,21.37,3.68,62.55,43.19,3073.42,6.14,0
8.23,9.52,23.08,81.72,98.5,6.36,1.95,33.48,101.72,24.84,100.0,1020.98,16.26,26.63,5.15,36.0,36.38,9769.26,4.82,1
0.12,3.98,6.76,39.93,94.2,1.26,9.46,26.56,0.0,25.06,69.09,1005.38,14.11,17.19,4.85,37.38,41.26,2927.32,2.92,0
2.63,4.42,27.42,37.69,96.55,1.62,3.87,26.47,16.87,30.8,71.04,1010.81,14.49,38.25,0.92,31.38,48.91,1846.17,0.0,0
1.7,4.69,8.09,87.96,94.77,3.75,19.99,18.53,59.72,23.29,86.9,1008.6,2.72,6.46,0.2,64.53,55.29,5513.55,0.0,0
1.3,7.07,22.84,190.77,206.83,0.0,3.07,24.5,142.4,35.68,71.55,990.9,21.19,11.26,4.96,43.27,50.26,7034.5,5.78,1
6.96,20.02,29.61,38.9,41.8,5.38,26.2,54.34,42.54,25.02,58.0,1002.88,16.68,28.11,2.64,19.92,32.25,12156.06,0.72,0
2.57,13.74,16.28,90.77,108.78,2.04,30.26,40.54,113.64,29.45,65.18,1005.71,14.06,9.76,3.64,57.34,58.69,5794.27,3.73,0
1.35,121.35,122.53,128.0,136.96,0.0,153.33,136.12,111.19,27.97,55.63,1004.79,7.65,17.76,0.2,61.48,29.46,6444.85,0.32,0
7.56,29.63,85.75,90.12,189.48,9.93,27.17,107.8,106.51,27.66,84.32,1006.43,18.33,22.45,4.52,28.96,57.64,1848.46,4.83,0
3.97,17.21,17.71,23.6,49.07,2.6,29.72,27.0,36.0,25.42,79.39,998.94,24.11,38.26,5.48,48.47,42.83,9830.92,5.63,0
6.03,7.23,24.08,81.75,198.17,0.76,22.25,24.71,91.46,39.4,69.21,996.08,23.79,5.65,2.65,53.95,78.65,7842.8,5.37,0
70.0,82.17,90.58,92.9,100.55,75.84,63.66,92.94,114.88,26.75,57.28,1009.7,22.21,1.0,1.52,53.23,73.22,4452.76,1.5,1
7.09,8.26,9.53,36.82,59.08,5.42,21.27,26.47,58.28,23.56,68.2,1002.32,3.64,8.46,4.16,65.39,41.11,8028.37,5.36,1
14.61,23.82,50.24,52.59,66.8,14.82,19.76,55.22,84.37,28.75,65.78,1002.45,0.05,20.42,2.64,45.81,88.52,2531.54,6.12,1
3.18,4.31,5.57,12.3,19.51,1.2,8.39,0.0,6.71,36.18,80.79,991.09,17.35,26.55,2.77,35.59,91.64,2790.35,5.98,0
36.22,46.5,50.07,91.64,99.35,38.9,54.21,13.76,79.58,33.4,73.78,995.01,14.61,9.01,5.28,55.01,57.27,7775.4,0.99,0
0.71,1.9,23.83,44.52,48.18,0.0,8.84,34.73,33.83,27.52,83.43,1003.22,15.98,20.94,2.71,50.26,52.33,6695.81,5.23,0
0.82,9.14,59.2,72.43,82.47,0.0,7.56,67.77,92.74,25.99,79.86,1008.59,8.07,22.32,3.49,30.13,64.55,5862.71,4.39,0
21.59,22.66,27.4,51.93,81.21,24.56,35.23,8.12,59.69,29.03,82.84,1002.29,11.01,17.84,4.3,68.45,41.89,8287.03,2.05,0
29.73,32.6,41.93,64.75,70.51,14.23,33.79,32.92,66.0,20.02,84.23,992.69,19.02,13.91,3.02,34.29,62.2,8780.85,1.58,0
6.5,6.71,108.2,128.99,166.94,0.0,3.36,112.71,138.13,23.13,88.37,994.49,31.96,46.86,5.94,75.41,58.48,9499.64,3.71,0
16.12,20.88,22.38,27.84,29.69,12.85,15.27,27.19,44.64,20.66,68.91,984.9,0.0,41.58,6.75,56.48,45.17,5104.65,6.62,0
3.26,5.63,9.35,25.03,30.12,1.76,15.47,21.08,11.43,27.14,100.0,988.32,13.23,37.48,1.59,51.59,65.97,6553.53,8.7,1
2.01,3.9,9.41,12.15,41.53,0.0,0.0,2.52,0.85,30.16,80.15,1009.95,14.88,1.0,4.82,53.6,74.21,8070.74,1.68,0
2.17,18.9,24.77,62.41,89.74,0.55,26.33,31.6,53.15,35.62,92.42,1004.64,15.72,11.58,2.69,59.95,75.31,8247.66,0.67,0
0.83,28.98,78.49,93.62,132.11,5.32,9.19,79.09,65.24,29.52,74.66,1006.64,19.95,13.2,0.99,61.17,50.4,6438.29,0.0,1
7.75,9.53,11.15,22.38,54.62,7.77,22.92,0.0,75.09,20.56,78.36,1002.19,14.77,22.33,5.05,56.36,82.99,5647.03,2.95,0
4.88,76.42,89.83,114.96,124.98,7.81,76.14,82.27,74.69,19.76,64.48,1004.4,11.66,2.37,2.93,49.91,38.89,4889.46,3.04,0
0.23,0.61,8.03,20.4,47.11,0.0,0.0,1.65,80.9,26.03,84.67,1009.17,19.85,23.47,3.35,56.61,49.63,6976.56,10.09,0
11.0,12.6,17.87,52.25,150.21,8.15,15.65,17.74,37.2,31.71,94.29,995.72,11.18,30.98,2.77,47.11,78.17,9310.36,2.65,1
0.95,6.77,14.47,17.92,24.88,2.22,0.07,20.72,21.14,35.2,98.08,989.55,16.39,8.13,0.85,53.18,82.11,7798.98,1.85,0
1.16,2.85,11.04,19.68,33.55,0.94,3.33,16.78,7.27,26.7,91.94,995.18,28.44,3.93,2.38,39.8,98.0,4489.95,2.5,0
